"사망원인별(104항목)","성별","연령(5세)별","시점",사망자수 (명)
"달리 분류되지 않은 증상, 징후 (R00-R99)","여자","65 - 69세","2018",272
"달리 분류되지 않은 증상, 징후 (R00-R99)","여자","65 - 69세","2019",273
"달리 분류되지 않은 증상, 징후 (R00-R99)","여자","65 - 69세","2020",280
"달리 분류되지 않은 증상, 징후 (R00-R99)","여자","65 - 69세","2021",318
"달리 분류되지 않은 증상, 징후 (R00-R99)","여자","65 - 69세","2022",384
"달리 분류되지 않은 증상, 징후 (R00-R99)","여자","70 - 74세","2012",607
"달리 분류되지 않은 증상, 징후 (R00-R99)","여자","70 - 74세","2013",555
"달리 분류되지 않은 증상, 징후 (R00-R99)","여자","70 - 74세","2014",499
"달리 분류되지 않은 증상, 징후 (R00-R99)","여자","70 - 74세","2015",508
"달리 분류되지 않은 증상, 징후 (R00-R99)","여자","70 - 74세","2016",432
"달리 분류되지 않은 증상, 징후 (R00-R99)","여자","70 - 74세","2017",440
"달리 분류되지 않은 증상, 징후 (R00-R99)","여자","70 - 74세","2018",460
"달리 분류되지 않은 증상, 징후 (R00-R99)","여자","70 - 74세","2019",442
"달리 분류되지 않은 증상, 징후 (R00-R99)","여자","70 - 74세","2020",461
"달리 분류되지 않은 증상, 징후 (R00-R99)","여자","70 - 74세","2021",551
"달리 분류되지 않은 증상, 징후 (R00-R99)","여자","70 - 74세","2022",621
"달리 분류되지 않은 증상, 징후 (R00-R99)","여자","75 - 79세","2012",1255
"달리 분류되지 않은 증상, 징후 (R00-R99)","여자","75 - 79세","2013",1219
"달리 분류되지 않은 증상, 징후 (R00-R99)","여자","75 - 79세","2014",1159
"달리 분류되지 않은 증상, 징후 (R00-R99)","여자","75 - 79세","2015",1213
"달리 분류되지 않은 증상, 징후 (R00-R99)","여자","75 - 79세","2016",1190
"달리 분류되지 않은 증상, 징후 (R00-R99)","여자","75 - 79세","2017",1169
"달리 분류되지 않은 증상, 징후 (R00-R99)","여자","75 - 79세","2018",1259
"달리 분류되지 않은 증상, 징후 (R00-R99)","여자","75 - 79세","2019",1208
"달리 분류되지 않은 증상, 징후 (R00-R99)","여자","75 - 79세","2020",1212
"달리 분류되지 않은 증상, 징후 (R00-R99)","여자","75 - 79세","2021",1342
"달리 분류되지 않은 증상, 징후 (R00-R99)","여자","75 - 79세","2022",1430
"달리 분류되지 않은 증상, 징후 (R00-R99)","여자","80세이상","2012",11108
"달리 분류되지 않은 증상, 징후 (R00-R99)","여자","80세이상","2013",10871
"달리 분류되지 않은 증상, 징후 (R00-R99)","여자","80세이상","2014",10781
"달리 분류되지 않은 증상, 징후 (R00-R99)","여자","80세이상","2015",11235
"달리 분류되지 않은 증상, 징후 (R00-R99)","여자","80세이상","2016",11770
"달리 분류되지 않은 증상, 징후 (R00-R99)","여자","80세이상","2017",11930
"달리 분류되지 않은 증상, 징후 (R00-R99)","여자","80세이상","2018",13119
"달리 분류되지 않은 증상, 징후 (R00-R99)","여자","80세이상","2019",12804
"달리 분류되지 않은 증상, 징후 (R00-R99)","여자","80세이상","2020",14792
"달리 분류되지 않은 증상, 징후 (R00-R99)","여자","80세이상","2021",17654
"달리 분류되지 않은 증상, 징후 (R00-R99)","여자","80세이상","2022",21268
"달리 분류되지 않은 증상, 징후 (R00-R99)","여자","80 - 84세","2012",2459
"달리 분류되지 않은 증상, 징후 (R00-R99)","여자","80 - 84세","2013",2361
"달리 분류되지 않은 증상, 징후 (R00-R99)","여자","80 - 84세","2014",2313
"달리 분류되지 않은 증상, 징후 (R00-R99)","여자","80 - 84세","2015",2215
"달리 분류되지 않은 증상, 징후 (R00-R99)","여자","80 - 84세","2016",2403
"달리 분류되지 않은 증상, 징후 (R00-R99)","여자","80 - 84세","2017",2396
"달리 분류되지 않은 증상, 징후 (R00-R99)","여자","80 - 84세","2018",2566
"달리 분류되지 않은 증상, 징후 (R00-R99)","여자","80 - 84세","2019",2610
"달리 분류되지 않은 증상, 징후 (R00-R99)","여자","80 - 84세","2020",2800
"달리 분류되지 않은 증상, 징후 (R00-R99)","여자","80 - 84세","2021",3237
"달리 분류되지 않은 증상, 징후 (R00-R99)","여자","80 - 84세","2022",3708
"달리 분류되지 않은 증상, 징후 (R00-R99)","여자","85 - 89세","2012",3608
"달리 분류되지 않은 증상, 징후 (R00-R99)","여자","85 - 89세","2013",3410
"달리 분류되지 않은 증상, 징후 (R00-R99)","여자","85 - 89세","2014",3384
"달리 분류되지 않은 증상, 징후 (R00-R99)","여자","85 - 89세","2015",3556
"달리 분류되지 않은 증상, 징후 (R00-R99)","여자","85 - 89세","2016",3689
"달리 분류되지 않은 증상, 징후 (R00-R99)","여자","85 - 89세","2017",3604
"달리 분류되지 않은 증상, 징후 (R00-R99)","여자","85 - 89세","2018",4086
"달리 분류되지 않은 증상, 징후 (R00-R99)","여자","85 - 89세","2019",3821
"달리 분류되지 않은 증상, 징후 (R00-R99)","여자","85 - 89세","2020",4501
"달리 분류되지 않은 증상, 징후 (R00-R99)","여자","85 - 89세","2021",5529
"달리 분류되지 않은 증상, 징후 (R00-R99)","여자","85 - 89세","2022",6461
"달리 분류되지 않은 증상, 징후 (R00-R99)","여자","90세이상","2012",5041
"달리 분류되지 않은 증상, 징후 (R00-R99)","여자","90세이상","2013",5100
"달리 분류되지 않은 증상, 징후 (R00-R99)","여자","90세이상","2014",5084
"달리 분류되지 않은 증상, 징후 (R00-R99)","여자","90세이상","2015",5464
"달리 분류되지 않은 증상, 징후 (R00-R99)","여자","90세이상","2016",5678
"달리 분류되지 않은 증상, 징후 (R00-R99)","여자","90세이상","2017",5930
"달리 분류되지 않은 증상, 징후 (R00-R99)","여자","90세이상","2018",6467
"달리 분류되지 않은 증상, 징후 (R00-R99)","여자","90세이상","2019",6373
"달리 분류되지 않은 증상, 징후 (R00-R99)","여자","90세이상","2020",7491
"달리 분류되지 않은 증상, 징후 (R00-R99)","여자","90세이상","2021",8888
"달리 분류되지 않은 증상, 징후 (R00-R99)","여자","90세이상","2022",11099
"달리 분류되지 않은 증상, 징후 (R00-R99)","여자","15세 미만","2012",85
"달리 분류되지 않은 증상, 징후 (R00-R99)","여자","15세 미만","2013",96
"달리 분류되지 않은 증상, 징후 (R00-R99)","여자","15세 미만","2014",97
"달리 분류되지 않은 증상, 징후 (R00-R99)","여자","15세 미만","2015",77
"달리 분류되지 않은 증상, 징후 (R00-R99)","여자","15세 미만","2016",64
"달리 분류되지 않은 증상, 징후 (R00-R99)","여자","15세 미만","2017",84
"달리 분류되지 않은 증상, 징후 (R00-R99)","여자","15세 미만","2018",89
"달리 분류되지 않은 증상, 징후 (R00-R99)","여자","15세 미만","2019",85
"달리 분류되지 않은 증상, 징후 (R00-R99)","여자","15세 미만","2020",64
"달리 분류되지 않은 증상, 징후 (R00-R99)","여자","15세 미만","2021",52
"달리 분류되지 않은 증상, 징후 (R00-R99)","여자","15세 미만","2022",59
"달리 분류되지 않은 증상, 징후 (R00-R99)","여자","15 - 64세","2012",678
"달리 분류되지 않은 증상, 징후 (R00-R99)","여자","15 - 64세","2013",698
"달리 분류되지 않은 증상, 징후 (R00-R99)","여자","15 - 64세","2014",655
"달리 분류되지 않은 증상, 징후 (R00-R99)","여자","15 - 64세","2015",584
"달리 분류되지 않은 증상, 징후 (R00-R99)","여자","15 - 64세","2016",604
"달리 분류되지 않은 증상, 징후 (R00-R99)","여자","15 - 64세","2017",636
"달리 분류되지 않은 증상, 징후 (R00-R99)","여자","15 - 64세","2018",850
"달리 분류되지 않은 증상, 징후 (R00-R99)","여자","15 - 64세","2019",815
"달리 분류되지 않은 증상, 징후 (R00-R99)","여자","15 - 64세","2020",852
"달리 분류되지 않은 증상, 징후 (R00-R99)","여자","15 - 64세","2021",937
"달리 분류되지 않은 증상, 징후 (R00-R99)","여자","15 - 64세","2022",999
"달리 분류되지 않은 증상, 징후 (R00-R99)","여자","65세 이상","2012",13209
"달리 분류되지 않은 증상, 징후 (R00-R99)","여자","65세 이상","2013",12900
"달리 분류되지 않은 증상, 징후 (R00-R99)","여자","65세 이상","2014",12635
"달리 분류되지 않은 증상, 징후 (R00-R99)","여자","65세 이상","2015",13164
"달리 분류되지 않은 증상, 징후 (R00-R99)","여자","65세 이상","2016",13590
"달리 분류되지 않은 증상, 징후 (R00-R99)","여자","65세 이상","2017",13763
"달리 분류되지 않은 증상, 징후 (R00-R99)","여자","65세 이상","2018",15110
"달리 분류되지 않은 증상, 징후 (R00-R99)","여자","65세 이상","2019",14727
"달리 분류되지 않은 증상, 징후 (R00-R99)","여자","65세 이상","2020",16745
"달리 분류되지 않은 증상, 징후 (R00-R99)","여자","65세 이상","2021",19865
"달리 분류되지 않은 증상, 징후 (R00-R99)","여자","65세 이상","2022",23703
"달리 분류되지 않은 증상, 징후 (R00-R99)","여자","연령미상","2012",6
"달리 분류되지 않은 증상, 징후 (R00-R99)","여자","연령미상","2013",9
"달리 분류되지 않은 증상, 징후 (R00-R99)","여자","연령미상","2014",5
"달리 분류되지 않은 증상, 징후 (R00-R99)","여자","연령미상","2015",9
"달리 분류되지 않은 증상, 징후 (R00-R99)","여자","연령미상","2016",3
"달리 분류되지 않은 증상, 징후 (R00-R99)","여자","연령미상","2017",9
"달리 분류되지 않은 증상, 징후 (R00-R99)","여자","연령미상","2018",3
"달리 분류되지 않은 증상, 징후 (R00-R99)","여자","연령미상","2019",7
"달리 분류되지 않은 증상, 징후 (R00-R99)","여자","연령미상","2020",5
"달리 분류되지 않은 증상, 징후 (R00-R99)","여자","연령미상","2021",7
"달리 분류되지 않은 증상, 징후 (R00-R99)","여자","연령미상","2022",5
"질병이환 및 사망의 외인 (V01-Y89, U12)","남자","0세","2012",44
"질병이환 및 사망의 외인 (V01-Y89, U12)","남자","0세","2013",34
"질병이환 및 사망의 외인 (V01-Y89, U12)","남자","0세","2014",26
"질병이환 및 사망의 외인 (V01-Y89, U12)","남자","0세","2015",29
"질병이환 및 사망의 외인 (V01-Y89, U12)","남자","0세","2016",33
"질병이환 및 사망의 외인 (V01-Y89, U12)","남자","0세","2017",31
"질병이환 및 사망의 외인 (V01-Y89, U12)","남자","0세","2018",26
"질병이환 및 사망의 외인 (V01-Y89, U12)","남자","0세","2019",35
"질병이환 및 사망의 외인 (V01-Y89, U12)","남자","0세","2020",36
"질병이환 및 사망의 외인 (V01-Y89, U12)","남자","0세","2021",34
"질병이환 및 사망의 외인 (V01-Y89, U12)","남자","0세","2022",29
"질병이환 및 사망의 외인 (V01-Y89, U12)","남자","1 - 4세","2012",73
"질병이환 및 사망의 외인 (V01-Y89, U12)","남자","1 - 4세","2013",62
"질병이환 및 사망의 외인 (V01-Y89, U12)","남자","1 - 4세","2014",53
"질병이환 및 사망의 외인 (V01-Y89, U12)","남자","1 - 4세","2015",52
"질병이환 및 사망의 외인 (V01-Y89, U12)","남자","1 - 4세","2016",48
"질병이환 및 사망의 외인 (V01-Y89, U12)","남자","1 - 4세","2017",56
"질병이환 및 사망의 외인 (V01-Y89, U12)","남자","1 - 4세","2018",38
"질병이환 및 사망의 외인 (V01-Y89, U12)","남자","1 - 4세","2019",40
"질병이환 및 사망의 외인 (V01-Y89, U12)","남자","1 - 4세","2020",32
"질병이환 및 사망의 외인 (V01-Y89, U12)","남자","1 - 4세","2021",31
"질병이환 및 사망의 외인 (V01-Y89, U12)","남자","1 - 4세","2022",23
"질병이환 및 사망의 외인 (V01-Y89, U12)","남자","5 - 9세","2012",65
"질병이환 및 사망의 외인 (V01-Y89, U12)","남자","5 - 9세","2013",68
"질병이환 및 사망의 외인 (V01-Y89, U12)","남자","5 - 9세","2014",51
"질병이환 및 사망의 외인 (V01-Y89, U12)","남자","5 - 9세","2015",43
"질병이환 및 사망의 외인 (V01-Y89, U12)","남자","5 - 9세","2016",47
"질병이환 및 사망의 외인 (V01-Y89, U12)","남자","5 - 9세","2017",62
"질병이환 및 사망의 외인 (V01-Y89, U12)","남자","5 - 9세","2018",34
"질병이환 및 사망의 외인 (V01-Y89, U12)","남자","5 - 9세","2019",39
"질병이환 및 사망의 외인 (V01-Y89, U12)","남자","5 - 9세","2020",33
"질병이환 및 사망의 외인 (V01-Y89, U12)","남자","5 - 9세","2021",21
"질병이환 및 사망의 외인 (V01-Y89, U12)","남자","5 - 9세","2022",30
"질병이환 및 사망의 외인 (V01-Y89, U12)","남자","10 - 14세","2012",100
"질병이환 및 사망의 외인 (V01-Y89, U12)","남자","10 - 14세","2013",69
"질병이환 및 사망의 외인 (V01-Y89, U12)","남자","10 - 14세","2014",54
"질병이환 및 사망의 외인 (V01-Y89, U12)","남자","10 - 14세","2015",67
"질병이환 및 사망의 외인 (V01-Y89, U12)","남자","10 - 14세","2016",47
"질병이환 및 사망의 외인 (V01-Y89, U12)","남자","10 - 14세","2017",50
"질병이환 및 사망의 외인 (V01-Y89, U12)","남자","10 - 14세","2018",50
"질병이환 및 사망의 외인 (V01-Y89, U12)","남자","10 - 14세","2019",42
"질병이환 및 사망의 외인 (V01-Y89, U12)","남자","10 - 14세","2020",53
"질병이환 및 사망의 외인 (V01-Y89, U12)","남자","10 - 14세","2021",62
"질병이환 및 사망의 외인 (V01-Y89, U12)","남자","10 - 14세","2022",68
"질병이환 및 사망의 외인 (V01-Y89, U12)","남자","15 - 19세","2012",399
"질병이환 및 사망의 외인 (V01-Y89, U12)","남자","15 - 19세","2013",375
"질병이환 및 사망의 외인 (V01-Y89, U12)","남자","15 - 19세","2014",397
"질병이환 및 사망의 외인 (V01-Y89, U12)","남자","15 - 19세","2015",298
"질병이환 및 사망의 외인 (V01-Y89, U12)","남자","15 - 19세","2016",327
"질병이환 및 사망의 외인 (V01-Y89, U12)","남자","15 - 19세","2017",283
"질병이환 및 사망의 외인 (V01-Y89, U12)","남자","15 - 19세","2018",251
"질병이환 및 사망의 외인 (V01-Y89, U12)","남자","15 - 19세","2019",234
"질병이환 및 사망의 외인 (V01-Y89, U12)","남자","15 - 19세","2020",254
"질병이환 및 사망의 외인 (V01-Y89, U12)","남자","15 - 19세","2021",228
"질병이환 및 사망의 외인 (V01-Y89, U12)","남자","15 - 19세","2022",216
"질병이환 및 사망의 외인 (V01-Y89, U12)","남자","20 - 24세","2012",612
"질병이환 및 사망의 외인 (V01-Y89, U12)","남자","20 - 24세","2013",587
"질병이환 및 사망의 외인 (V01-Y89, U12)","남자","20 - 24세","2014",545
"질병이환 및 사망의 외인 (V01-Y89, U12)","남자","20 - 24세","2015",546
"질병이환 및 사망의 외인 (V01-Y89, U12)","남자","20 - 24세","2016",525
"질병이환 및 사망의 외인 (V01-Y89, U12)","남자","20 - 24세","2017",510
"질병이환 및 사망의 외인 (V01-Y89, U12)","남자","20 - 24세","2018",510
"질병이환 및 사망의 외인 (V01-Y89, U12)","남자","20 - 24세","2019",473
"질병이환 및 사망의 외인 (V01-Y89, U12)","남자","20 - 24세","2020",467
"질병이환 및 사망의 외인 (V01-Y89, U12)","남자","20 - 24세","2021",491
"질병이환 및 사망의 외인 (V01-Y89, U12)","남자","20 - 24세","2022",429
"질병이환 및 사망의 외인 (V01-Y89, U12)","남자","25 - 29세","2012",840
"질병이환 및 사망의 외인 (V01-Y89, U12)","남자","25 - 29세","2013",694
"질병이환 및 사망의 외인 (V01-Y89, U12)","남자","25 - 29세","2014",689
"질병이환 및 사망의 외인 (V01-Y89, U12)","남자","25 - 29세","2015",678
"질병이환 및 사망의 외인 (V01-Y89, U12)","남자","25 - 29세","2016",665
"질병이환 및 사망의 외인 (V01-Y89, U12)","남자","25 - 29세","2017",679
"질병이환 및 사망의 외인 (V01-Y89, U12)","남자","25 - 29세","2018",651
"질병이환 및 사망의 외인 (V01-Y89, U12)","남자","25 - 29세","2019",640
"질병이환 및 사망의 외인 (V01-Y89, U12)","남자","25 - 29세","2020",708
"질병이환 및 사망의 외인 (V01-Y89, U12)","남자","25 - 29세","2021",811
"질병이환 및 사망의 외인 (V01-Y89, U12)","남자","25 - 29세","2022",745
"질병이환 및 사망의 외인 (V01-Y89, U12)","남자","30 - 34세","2012",1099
"질병이환 및 사망의 외인 (V01-Y89, U12)","남자","30 - 34세","2013",1092
"질병이환 및 사망의 외인 (V01-Y89, U12)","남자","30 - 34세","2014",1019
"질병이환 및 사망의 외인 (V01-Y89, U12)","남자","30 - 34세","2015",847
"질병이환 및 사망의 외인 (V01-Y89, U12)","남자","30 - 34세","2016",819
"질병이환 및 사망의 외인 (V01-Y89, U12)","남자","30 - 34세","2017",699
"질병이환 및 사망의 외인 (V01-Y89, U12)","남자","30 - 34세","2018",729
"질병이환 및 사망의 외인 (V01-Y89, U12)","남자","30 - 34세","2019",656
"질병이환 및 사망의 외인 (V01-Y89, U12)","남자","30 - 34세","2020",673
"질병이환 및 사망의 외인 (V01-Y89, U12)","남자","30 - 34세","2021",696
"질병이환 및 사망의 외인 (V01-Y89, U12)","남자","30 - 34세","2022",715
"질병이환 및 사망의 외인 (V01-Y89, U12)","남자","35 - 39세","2012",1215
"질병이환 및 사망의 외인 (V01-Y89, U12)","남자","35 - 39세","2013",1202
"질병이환 및 사망의 외인 (V01-Y89, U12)","남자","35 - 39세","2014",1136
"질병이환 및 사망의 외인 (V01-Y89, U12)","남자","35 - 39세","2015",974
"질병이환 및 사망의 외인 (V01-Y89, U12)","남자","35 - 39세","2016",962
"질병이환 및 사망의 외인 (V01-Y89, U12)","남자","35 - 39세","2017",1007
"질병이환 및 사망의 외인 (V01-Y89, U12)","남자","35 - 39세","2018",1080
"질병이환 및 사망의 외인 (V01-Y89, U12)","남자","35 - 39세","2019",1002
"질병이환 및 사망의 외인 (V01-Y89, U12)","남자","35 - 39세","2020",932
"질병이환 및 사망의 외인 (V01-Y89, U12)","남자","35 - 39세","2021",833
"질병이환 및 사망의 외인 (V01-Y89, U12)","남자","35 - 39세","2022",758
"질병이환 및 사망의 외인 (V01-Y89, U12)","남자","40 - 44세","2012",1659
"질병이환 및 사망의 외인 (V01-Y89, U12)","남자","40 - 44세","2013",1675
"질병이환 및 사망의 외인 (V01-Y89, U12)","남자","40 - 44세","2014",1583
"질병이환 및 사망의 외인 (V01-Y89, U12)","남자","40 - 44세","2015",1363
"질병이환 및 사망의 외인 (V01-Y89, U12)","남자","40 - 44세","2016",1342
"질병이환 및 사망의 외인 (V01-Y89, U12)","남자","40 - 44세","2017",1130
"질병이환 및 사망의 외인 (V01-Y89, U12)","남자","40 - 44세","2018",1186
"질병이환 및 사망의 외인 (V01-Y89, U12)","남자","40 - 44세","2019",1078
"질병이환 및 사망의 외인 (V01-Y89, U12)","남자","40 - 44세","2020",1025
"질병이환 및 사망의 외인 (V01-Y89, U12)","남자","40 - 44세","2021",1035
"질병이환 및 사망의 외인 (V01-Y89, U12)","남자","40 - 44세","2022",1022
"질병이환 및 사망의 외인 (V01-Y89, U12)","남자","45 - 49세","2012",1950
"질병이환 및 사망의 외인 (V01-Y89, U12)","남자","45 - 49세","2013",1913
"질병이환 및 사망의 외인 (V01-Y89, U12)","남자","45 - 49세","2014",1834
"질병이환 및 사망의 외인 (V01-Y89, U12)","남자","45 - 49세","2015",1739
"질병이환 및 사망의 외인 (V01-Y89, U12)","남자","45 - 49세","2016",1655
"질병이환 및 사망의 외인 (V01-Y89, U12)","남자","45 - 49세","2017",1581
"질병이환 및 사망의 외인 (V01-Y89, U12)","남자","45 - 49세","2018",1713
"질병이환 및 사망의 외인 (V01-Y89, U12)","남자","45 - 49세","2019",1606
"질병이환 및 사망의 외인 (V01-Y89, U12)","남자","45 - 49세","2020",1404
"질병이환 및 사망의 외인 (V01-Y89, U12)","남자","45 - 49세","2021",1259
"질병이환 및 사망의 외인 (V01-Y89, U12)","남자","45 - 49세","2022",1250
"질병이환 및 사망의 외인 (V01-Y89, U12)","남자","50 - 54세","2012",2323
"질병이환 및 사망의 외인 (V01-Y89, U12)","남자","50 - 54세","2013",2409
"질병이환 및 사망의 외인 (V01-Y89, U12)","남자","50 - 54세","2014",2194
"질병이환 및 사망의 외인 (V01-Y89, U12)","남자","50 - 54세","2015",2117
"질병이환 및 사망의 외인 (V01-Y89, U12)","남자","50 - 54세","2016",1940
"질병이환 및 사망의 외인 (V01-Y89, U12)","남자","50 - 54세","2017",1787
"질병이환 및 사망의 외인 (V01-Y89, U12)","남자","50 - 54세","2018",1830
"질병이환 및 사망의 외인 (V01-Y89, U12)","남자","50 - 54세","2019",1815
"질병이환 및 사망의 외인 (V01-Y89, U12)","남자","50 - 54세","2020",1573
"질병이환 및 사망의 외인 (V01-Y89, U12)","남자","50 - 54세","2021",1526
"질병이환 및 사망의 외인 (V01-Y89, U12)","남자","50 - 54세","2022",1570
"질병이환 및 사망의 외인 (V01-Y89, U12)","남자","55 - 59세","2012",2012
"질병이환 및 사망의 외인 (V01-Y89, U12)","남자","55 - 59세","2013",2165
"질병이환 및 사망의 외인 (V01-Y89, U12)","남자","55 - 59세","2014",2123
"질병이환 및 사망의 외인 (V01-Y89, U12)","남자","55 - 59세","2015",2161
"질병이환 및 사망의 외인 (V01-Y89, U12)","남자","55 - 59세","2016",2091
"질병이환 및 사망의 외인 (V01-Y89, U12)","남자","55 - 59세","2017",2169
"질병이환 및 사망의 외인 (V01-Y89, U12)","남자","55 - 59세","2018",2213
"질병이환 및 사망의 외인 (V01-Y89, U12)","남자","55 - 59세","2019",2081
"질병이환 및 사망의 외인 (V01-Y89, U12)","남자","55 - 59세","2020",1945
"질병이환 및 사망의 외인 (V01-Y89, U12)","남자","55 - 59세","2021",1747
"질병이환 및 사망의 외인 (V01-Y89, U12)","남자","55 - 59세","2022",1700
"질병이환 및 사망의 외인 (V01-Y89, U12)","남자","60 - 64세","2012",1696
"질병이환 및 사망의 외인 (V01-Y89, U12)","남자","60 - 64세","2013",1677
"질병이환 및 사망의 외인 (V01-Y89, U12)","남자","60 - 64세","2014",1574
"질병이환 및 사망의 외인 (V01-Y89, U12)","남자","60 - 64세","2015",1644
"질병이환 및 사망의 외인 (V01-Y89, U12)","남자","60 - 64세","2016",1751
"질병이환 및 사망의 외인 (V01-Y89, U12)","남자","60 - 64세","2017",1706
"질병이환 및 사망의 외인 (V01-Y89, U12)","남자","60 - 64세","2018",1915
"질병이환 및 사망의 외인 (V01-Y89, U12)","남자","60 - 64세","2019",2012
"질병이환 및 사망의 외인 (V01-Y89, U12)","남자","60 - 64세","2020",1873
"질병이환 및 사망의 외인 (V01-Y89, U12)","남자","60 - 64세","2021",1874
"질병이환 및 사망의 외인 (V01-Y89, U12)","남자","60 - 64세","2022",1876
"질병이환 및 사망의 외인 (V01-Y89, U12)","남자","65 - 69세","2012",1512
"질병이환 및 사망의 외인 (V01-Y89, U12)","남자","65 - 69세","2013",1535
"질병이환 및 사망의 외인 (V01-Y89, U12)","남자","65 - 69세","2014",1436
"질병이환 및 사망의 외인 (V01-Y89, U12)","남자","65 - 69세","2015",1494
"질병이환 및 사망의 외인 (V01-Y89, U12)","남자","65 - 69세","2016",1473
"질병이환 및 사망의 외인 (V01-Y89, U12)","남자","65 - 69세","2017",1388
"질병이환 및 사망의 외인 (V01-Y89, U12)","남자","65 - 69세","2018",1525
"질병이환 및 사망의 외인 (V01-Y89, U12)","남자","65 - 69세","2019",1467
"질병이환 및 사망의 외인 (V01-Y89, U12)","남자","65 - 69세","2020",1501
"질병이환 및 사망의 외인 (V01-Y89, U12)","남자","65 - 69세","2021",1479
"질병이환 및 사망의 외인 (V01-Y89, U12)","남자","65 - 69세","2022",1683
"질병이환 및 사망의 외인 (V01-Y89, U12)","남자","70 - 74세","2012",1995
"질병이환 및 사망의 외인 (V01-Y89, U12)","남자","70 - 74세","2013",1930
"질병이환 및 사망의 외인 (V01-Y89, U12)","남자","70 - 74세","2014",1670
"질병이환 및 사망의 외인 (V01-Y89, U12)","남자","70 - 74세","2015",1659
"질병이환 및 사망의 외인 (V01-Y89, U12)","남자","70 - 74세","2016",1523
"질병이환 및 사망의 외인 (V01-Y89, U12)","남자","70 - 74세","2017",1447
"질병이환 및 사망의 외인 (V01-Y89, U12)","남자","70 - 74세","2018",1371
"질병이환 및 사망의 외인 (V01-Y89, U12)","남자","70 - 74세","2019",1394
"질병이환 및 사망의 외인 (V01-Y89, U12)","남자","70 - 74세","2020",1381
"질병이환 및 사망의 외인 (V01-Y89, U12)","남자","70 - 74세","2021",1400
"질병이환 및 사망의 외인 (V01-Y89, U12)","남자","70 - 74세","2022",1428
"질병이환 및 사망의 외인 (V01-Y89, U12)","남자","75 - 79세","2012",1669
"질병이환 및 사망의 외인 (V01-Y89, U12)","남자","75 - 79세","2013",1695
"질병이환 및 사망의 외인 (V01-Y89, U12)","남자","75 - 79세","2014",1658
"질병이환 및 사망의 외인 (V01-Y89, U12)","남자","75 - 79세","2015",1781
"질병이환 및 사망의 외인 (V01-Y89, U12)","남자","75 - 79세","2016",1758
"질병이환 및 사망의 외인 (V01-Y89, U12)","남자","75 - 79세","2017",1723
"질병이환 및 사망의 외인 (V01-Y89, U12)","남자","75 - 79세","2018",1849
"질병이환 및 사망의 외인 (V01-Y89, U12)","남자","75 - 79세","2019",1670
"질병이환 및 사망의 외인 (V01-Y89, U12)","남자","75 - 79세","2020",1522
"질병이환 및 사망의 외인 (V01-Y89, U12)","남자","75 - 79세","2021",1507
"질병이환 및 사망의 외인 (V01-Y89, U12)","남자","75 - 79세","2022",1448
"질병이환 및 사망의 외인 (V01-Y89, U12)","남자","80세이상","2012",1842
"질병이환 및 사망의 외인 (V01-Y89, U12)","남자","80세이상","2013",1959
"질병이환 및 사망의 외인 (V01-Y89, U12)","남자","80세이상","2014",1949
"질병이환 및 사망의 외인 (V01-Y89, U12)","남자","80세이상","2015",2103
"질병이환 및 사망의 외인 (V01-Y89, U12)","남자","80세이상","2016",2258
"질병이환 및 사망의 외인 (V01-Y89, U12)","남자","80세이상","2017",2380
"질병이환 및 사망의 외인 (V01-Y89, U12)","남자","80세이상","2018",2520
"질병이환 및 사망의 외인 (V01-Y89, U12)","남자","80세이상","2019",2602
"질병이환 및 사망의 외인 (V01-Y89, U12)","남자","80세이상","2020",2620
"질병이환 및 사망의 외인 (V01-Y89, U12)","남자","80세이상","2021",2755
"질병이환 및 사망의 외인 (V01-Y89, U12)","남자","80세이상","2022",3233
"질병이환 및 사망의 외인 (V01-Y89, U12)","남자","80 - 84세","2012",986
"질병이환 및 사망의 외인 (V01-Y89, U12)","남자","80 - 84세","2013",1041
"질병이환 및 사망의 외인 (V01-Y89, U12)","남자","80 - 84세","2014",1044
"질병이환 및 사망의 외인 (V01-Y89, U12)","남자","80 - 84세","2015",1170
"질병이환 및 사망의 외인 (V01-Y89, U12)","남자","80 - 84세","2016",1263
"질병이환 및 사망의 외인 (V01-Y89, U12)","남자","80 - 84세","2017",1347
"질병이환 및 사망의 외인 (V01-Y89, U12)","남자","80 - 84세","2018",1425
"질병이환 및 사망의 외인 (V01-Y89, U12)","남자","80 - 84세","2019",1498
"질병이환 및 사망의 외인 (V01-Y89, U12)","남자","80 - 84세","2020",1457
"질병이환 및 사망의 외인 (V01-Y89, U12)","남자","80 - 84세","2021",1501
"질병이환 및 사망의 외인 (V01-Y89, U12)","남자","80 - 84세","2022",1713
"질병이환 및 사망의 외인 (V01-Y89, U12)","남자","85 - 89세","2012",575
"질병이환 및 사망의 외인 (V01-Y89, U12)","남자","85 - 89세","2013",589
"질병이환 및 사망의 외인 (V01-Y89, U12)","남자","85 - 89세","2014",599
"질병이환 및 사망의 외인 (V01-Y89, U12)","남자","85 - 89세","2015",602
"질병이환 및 사망의 외인 (V01-Y89, U12)","남자","85 - 89세","2016",664
"질병이환 및 사망의 외인 (V01-Y89, U12)","남자","85 - 89세","2017",678
"질병이환 및 사망의 외인 (V01-Y89, U12)","남자","85 - 89세","2018",738
